ticker,cik,fiscal_year,revenue,ebit,ebitda,interest_expense,tax_expense,net_income,d_and_a,capex,assets_current,liabilities_current,cash,short_term_borrowings,long_term_debt_current,long_term_debt_noncurrent,gross_debt,net_debt,shares_out,nwc,delta_nwc,effective_tax_rate
GILD,0000882095,2021,,4287000000,4542000000,995000000,-204000000,5386000000,255000000,825000000,15996000000,11397000000,5997000000,2757000000,2757000000,28645000000,34159000000,28162000000,,-6912000000,-10820000000,-0.03936703975299112
GILD,0000882095,2022,,4071000000,4359000000,984000000,1580000000,123000000,288000000,650000000,14772000000,11610000000,5338000000,1516000000,1516000000,25179000000,28211000000,22873000000,,-5208000000,1704000000,0.9277745155607751
GILD,0000882095,2023,,9918000000,10247000000,1001000000,2077000000,6225000000,329000000,579000000,14443000000,11237000000,,2273000000,2273000000,22957000000,27503000000,,,-1340000000,3868000000,0.25018067935437244
GILD,0000882095,2024,,7330000000,7653000000,,1248000000,4592000000,323000000,728000000,16085000000,11280000000,,1798000000,1798000000,23189000000,26785000000,,,1209000000,2549000000,0.2136986301369863
CI,0001739940,2018,39838000000,3088000000,3698000000,251000000,1136000000,1843000000,610000000,461000000,9311000000,11009000000,1968000000,240000000,131000000,5199000000,5570000000,3602000000,,-4037000000,,0.38133601879825446
CI,0001739940,2019,41806000000,3942000000,4508000000,243000000,1374000000,2232000000,566000000,471000000,20430000000,31895000000,3855000000,2955000000,,39523000000,42478000000,38623000000,,-18275000000,-14238000000,0.3810316139767055
CI,0001739940,2020,48650000000,4160000000,4855000000,507000000,935000000,2646000000,695000000,,29845000000,40138000000,4619000000,5514000000,,31893000000,37407000000,32788000000,,-20426000000,-2151000000,0.26110025132644515
CI,0001739940,2021,153566000000,8077000000,11728000000,1600000000,1450000000,5120000000,3651000000,,27799000000,36022000000,10182000000,3374000000,,29545000000,32919000000,22737000000,,-21779000000,-1353000000,0.2207001522070015
CI,0001739940,2022,160401000000,8153000000,10955000000,1400000000,2379000000,8489000000,2802000000,,36134000000,43572000000,5081000000,2545000000,,31125000000,33670000000,28589000000,,-15064000000,6715000000,0.21889952153110048
CI,0001739940,2023,174069000000,7941000000,10864000000,1300000000,1370000000,5420000000,2923000000,,30122000000,41225000000,5924000000,2993000000,,28100000000,31093000000,25169000000,,-20020000000,-4956000000,0.20176730486008837
CI,0001739940,2024,180518000000,8450000000,11387000000,1300000000,1615000000,6782000000,2937000000,,37351000000,48716000000,7822000000,2775000000,,28155000000,30930000000,23108000000,,-21962000000,-1942000000,0.19233059425985471
ISRG,0001035267,2009,,206742000,217753000,,92697000,144537000,11011000,,703890000,164516000,34390000,,,,,,,504984000,,0.3907407875768229
ISRG,0001035267,2010,,310800000,325400000,,130900000,204300000,14600000,,847100000,202800000,122800000,,,,,,,521500000,16516000,0.39051312649164677
ISRG,0001035267,2011,,377400000,396400000,,163500000,232600000,19000000,,1275800000,273800000,194600000,,,,,,,807400000,285900000,0.41277455188083817
ISRG,0001035267,2012,,555200000,578900000,,190500000,381800000,23700000,,1466300000,320600000,221400000,,,,,,,924300000,116900000,0.33286737724969423
ISRG,0001035267,2013,,694800000,723500000,,214600000,495100000,28700000,,1892800000,401600000,279800000,,,,,,,1211400000,287100000,0.3023812878681133
ISRG,0001035267,2014,,878100000,912800000,,237300000,656600000,34700000,,1932400000,380900000,465800000,,,,,,,1085700000,-125700000,0.2654659357870008
ISRG,0001035267,2015,,852500000,898500000,,199900000,671000000,46000000,,1811900000,501200000,553700000,,,,,,,757000000,-328700000,0.22953266735560915
ISRG,0001035267,2016,,544800000,596800000,,130200000,418800000,52000000,,2195500000,491900000,782100000,,,,,,,921500000,164500000,0.2371584699453552
ISRG,0001035267,2017,,740000000,801100000,,169700000,588800000,61100000,,3250400000,596500000,600300000,,,,,,,2053600000,1132100000,0.22373104812129202
ISRG,0001035267,2018,2706500000,949700000,1020400000,,247000000,738300000,70700000,,2808900000,662800000,648200000,,,,,,,1497900000,-555700000,0.2506850705368923
ISRG,0001035267,2019,3138200000,1062900000,1145000000,,433900000,670900000,82100000,,4333200000,820600000,857900000,,,,,,,2654700000,1156800000,0.3927407675597393
ISRG,0001035267,2020,3724200000,1199400000,1305300000,,154500000,1127900000,105900000,21700000,4662600000,1030200000,1167600000,,,,,,,2464800000,-189900000,0.1204772301933874
ISRG,0001035267,2021,4478500000,1374500000,1531500000,,120400000,1379300000,157000000,30200000,6625900000,965200000,1622600000,,,,,,,4038100000,1573300000,0.08028272321130893
ISRG,0001035267,2022,4358400000,1049800000,1270800000,,140200000,1060600000,221000000,47300000,5844900000,1149800000,1290900000,,,,,,,3404200000,-633900000,0.11675549633577614
ISRG,0001035267,2023,5710100000,1821000000,2101000000,,162200000,1704600000,280000000,32100000,6253000000,1422100000,1581200000,,,,,,,3249700000,-154500000,0.08688665095350333
ISRG,0001035267,2024,6222200000,1577100000,1903100000,,262400000,1322300000,326000000,73400000,7888000000,1658700000,2750100000,,,,,,,3479200000,229500000,0.16558339117814097
VRTX,0000875320,2010,175504000,-462708000,-430512000,13471000,0,,32196000,32180000,1307026000,284883000,355663000,,,,,,,666480000,,
VRTX,0000875320,2011,101889000,-614012000,-583905000,13192000,24448000,-642178000,30107000,23496000,1057039000,474783000,389115000,,,,,,,193141000,-473339000,
VRTX,0000875320,2012,143370000,-696077000,-665618000,19275000,0,-754626000,30459000,38054000,1331254000,392348000,446658000,,,,,,,492248000,299107000,
VRTX,0000875320,2013,1410626000,113820000,148861000,-150000,19266000,29574000,35041000,34595000,1589585000,432624000,243197000,,,,,,,913764000,421516000,0.3944717444717445
VRTX,0000875320,2014,1527042000,46727000,84918000,,-275000,-107032000,38191000,71140000,1588576000,397829000,475320000,,,,,,,715427000,-198337000,
VRTX,0000875320,2015,1211975000,-610008000,-561643000,,-122422000,-445028000,48365000,51393000,1546511000,368254000,489407000,,,,,,,688850000,-26577000,
VRTX,0000875320,2016,580415000,-692412000,-629155000,,6958000,-738555000,63257000,51201000,1407153000,506167000,569299000,,,,,,,331687000,-357163000,
VRTX,0000875320,2017,1032336000,-466879000,-404536000,,30381000,-556334000,62343000,45302000,1831540000,792537000,625259000,,,,,,,413744000,82057000,
VRTX,0000875320,2018,,9936000,71334000,,16665000,-112052000,61398000,56563000,2648963000,807260000,714768000,,,,,,,1126935000,713191000,
VRTX,0000875320,2019,,123243000,184640000,69298000,-107324000,263484000,61397000,99421000,3843109000,1120292000,1183945000,,,,,,,1538872000,411937000,-0.6872694672131148
VRTX,0000875320,2020,,635150000,707570000,72471000,-1486862000,2096896000,72420000,95449000,4822829000,1334827000,1665412000,,,,,,,1822590000,283718000,-2.437342836628778
VRTX,0000875320,2021,,1197500000,1304400000,,218100000,1176800000,106900000,75400000,8133400000,1877500000,2650100000,,,,,,,3605800000,1783210000,0.15635529428632877
VRTX,0000875320,2022,,2856300000,2965800000,,405200000,2711700000,109500000,259800000,9560600000,2142000000,3109300000,,,,,,,4309300000,703500000,0.1300009624947865
VRTX,0000875320,2023,,2782100000,2907700000,,388300000,2342100000,125600000,235000000,13234800000,2742100000,5988200000,,,,,,,4504500000,195200000,0.1422135950776443
VRTX,0000875320,2024,,4307400000,4455700000,,910400000,3322000000,148300000,204700000,14144200000,3547400000,6795000000,,,,,,,3801800000,-702700000,0.21510254229278897
ELV,0001156039,2009,61167900000,,,447900000,1912500000,3345400000,120200000,322000000,12130000000,15020300000,2602100000,98000000,909700000,7833900000,8841600000,6239500000,,-6500100000,,0.36373837463626163
ELV,0001156039,2010,61251100000,4347800000,4453200000,469800000,631700000,2490700000,105400000,345600000,28070700000,14673700000,2767900000,100000000,60800000,8338300000,8499100000,5731200000,,10468300000,16968400000,0.20231232385344608
ELV,0001156039,2011,64939500000,4179400000,4286500000,447400000,2657100000,4745900000,107100000,378400000,26140800000,14009500000,2183900000,100000000,705900000,8147800000,8953700000,6769800000,,9141500000,-1326800000,0.3589220586248818
ELV,0001156039,2012,58698500000,4077500000,4180600000,418900000,1466700000,2887100000,103100000,451400000,27097400000,15898700000,4816100000,100000000,1274500000,8465700000,9840200000,5024100000,,5008100000,-4133400000,0.3368781294501355
ELV,0001156039,2013,60710700000,3782100000,3877800000,430300000,1311200000,2646700000,95700000,519500000,29347500000,15995000000,2201600000,250000000,557100000,14170800000,14977900000,12776300000,,10343800000,5335700000,0.3312867935016044
ELV,0001156039,2015,71023500000,4001400000,4109300000,602700000,1205900000,2489700000,107900000,646500000,31947800000,18752700000,1582100000,400000000,624300000,14019600000,15043900000,13461800000,,10588700000,244900000,0.3263069596276653
ELV,0001156039,2016,73874100000,4418400000,4524900000,600700000,1808000000,2569700000,106500000,714600000,30862100000,19092600000,2151700000,540000000,0,15324500000,15864500000,13712800000,,9077800000,-1510900000,0.41300226146149804
ELV,0001156039,2017,79156500000,4753100000,4858900000,653000000,2071000000,2560000000,105800000,638200000,34314900000,21294400000,2151700000,440000000,928400000,14358500000,15726900000,13575200000,,9500400000,422600000,0.44720362772619304
ELV,0001156039,2018,84863000000,4801000000,4905000000,723000000,2085000000,2470000000,104000000,584000000,36263000000,23356000000,2113000000,1275000000,1275000000,17382000000,19932000000,17819000000,,8244000000,-1256400000,0.45773874862788144
ELV,0001156039,2019,90040000000,4175000000,4286000000,739000000,121000000,3843000000,111000000,791000000,34321000000,21965000000,4075000000,1145000000,849000000,17217000000,19211000000,15136000000,,6287000000,-1957000000,0.030524722502522705
ELV,0001156039,2020,92105000000,5426000000,5550000000,753000000,1318000000,3750000000,124000000,1208000000,39033000000,23532000000,3609000000,700000000,1598000000,17787000000,20085000000,16476000000,,9594000000,3307000000,0.2600631412786109
ELV,0001156039,2021,104213000000,5999000000,6146000000,746000000,1178000000,4807000000,147000000,1077000000,45751000000,29453000000,3934000000,0,700000000,19335000000,20035000000,16101000000,,11664000000,2070000000,0.19682539682539682
ELV,0001156039,2022,121867000000,6360000000,6536000000,784000000,1666000000,4572000000,176000000,1021000000,51122000000,34885000000,4880000000,275000000,1599000000,21157000000,23031000000,18151000000,,9483000000,-2181000000,0.2670727797370952
ELV,0001156039,2023,138639000000,7559000000,7695000000,798000000,1846000000,6158000000,136000000,1087000000,55617000000,39696000000,7387000000,265000000,1500000000,22349000000,24114000000,16727000000,,6769000000,-2714000000,0.23063468265867065
ELV,0001156039,2024,156595000000,8283000000,8406000000,,1712000000,5894000000,123000000,1152000000,60029000000,41791000000,6526000000,225000000,1649000000,23246000000,25120000000,18594000000,,9838000000,3069000000,0.2250854588482777
ZTS,0001555280,2013,,394000000,599000000,36000000,146000000,245000000,205000000,135000000,2864000000,1123000000,63000000,,,0,,,,1678000000,,0.3734015345268542
ZTS,0001555280,2015,,690000000,899000000,113000000,187000000,504000000,209000000,184000000,3465000000,1086000000,317000000,,0,3624000000,3624000000,3307000000,,2062000000,384000000,0.2706222865412446
ZTS,0001555280,2016,,820000000,1024000000,117000000,233000000,583000000,204000000,180000000,3830000000,1781000000,610000000,,400000000,4463000000,4863000000,4253000000,,1039000000,-1023000000,0.2855392156862745
ZTS,0001555280,2017,,545000000,744000000,124000000,206000000,339000000,199000000,224000000,3390000000,1117000000,882000000,,0,4468000000,4468000000,3586000000,,1391000000,352000000,0.3779816513761468
ZTS,0001555280,2018,4888000000,1228000000,1468000000,166000000,409000000,821000000,240000000,216000000,4217000000,1094000000,,9000000,0,4953000000,4962000000,,,3114000000,1723000000,0.33252032520325203
ZTS,0001555280,2019,5307000000,1525000000,1767000000,175000000,663000000,864000000,242000000,224000000,4399000000,1223000000,,9000000,0,6443000000,6452000000,,,3167000000,53000000,0.43418467583497056
ZTS,0001555280,2020,5825000000,1690000000,1998000000,206000000,266000000,1428000000,308000000,338000000,4748000000,1806000000,,0,500000000,5947000000,6447000000,,,2442000000,-725000000,0.15702479338842976
ZTS,0001555280,2021,6260000000,1801000000,2213000000,223000000,301000000,1500000000,412000000,460000000,6611000000,2170000000,,4000000,600000000,6595000000,7199000000,,,3837000000,1395000000,0.167129372570794
ZTS,0001555280,2022,6675000000,1996000000,2437000000,231000000,360000000,1638000000,441000000,453000000,6930000000,1797000000,,0,0,6592000000,6592000000,,,5133000000,1296000000,0.18018018018018017
ZTS,0001555280,2023,7776000000,2488000000,2936000000,224000000,454000000,2037000000,448000000,477000000,7506000000,3167000000,,2000000,1350000000,6552000000,7904000000,,,2987000000,-2146000000,0.18225612203934163
ZTS,0001555280,2024,8080000000,2656000000,3121000000,221000000,545000000,2114000000,465000000,586000000,6343000000,1889000000,,3000000,0,6564000000,6567000000,,,4451000000,1464000000,0.20496427228281308
REGN,0000872589,2010,238457000,-86249000,-74962000,7752000,2351000,-79129000,11287000,,425508000,93575000,498925000,,,,,,,-166992000,,
REGN,0000872589,2011,379268000,-74103000,-59903000,2337000,-4122000,-67830000,14200000,,357622000,109056000,247796000,,,,,,,770000,167762000,
REGN,0000872589,2012,459074000,-97472000,-77785000,9118000,-1132000,-104468000,19687000,,665777000,148271000,207075000,,,,,,,310431000,309661000,
REGN,0000872589,2013,445824000,-205159000,-174077000,21282000,-1132000,-221760000,31082000,,1206012000,163550000,112572000,,,,,,,929890000,619459000,
REGN,0000872589,2014,1378477000,457713000,494653000,45304000,-335848000,750269000,36940000,,1796934000,298835000,483610000,,,,,,,1014489000,84599000,-0.8104029477270698
REGN,0000872589,2015,2104745000,743050000,784254000,46437000,282644000,413738000,41204000,,2084759000,654660000,230276000,,,,,,,1199823000,185334000,0.4058749364572892
REGN,0000872589,2016,2819557000,823919000,876605000,,423109000,338126000,52686000,,2915095000,811162000,535608000,,,,,,,1568325000,368502000,0.5558191622823438
REGN,0000872589,2017,4103728000,1251916000,1326825000,,589041000,636056000,74909000,,3180188000,1241495000,648719000,,,,,,,1289974000,-278351000,0.48081172347985507
REGN,0000872589,2018,,1330700000,1435400000,7200000,434300000,895500000,104700000,,4335000000,1135500000,535200000,,,,,,,2664300000,1374326000,0.3265904647315386
REGN,0000872589,2019,,2079600000,2225100000,25100000,880000000,1198500000,145500000,,6447600000,1442800000,812700000,,,,,,,4192100000,1527800000,0.4233822468126052
REGN,0000872589,2020,,2534400000,2682600000,28200000,109100000,2444400000,148200000,54500000,7689100000,2096600000,1467700000,,,0,,,,4124800000,-67300000,0.042725670648130015
REGN,0000872589,2021,,2209800000,2420100000,30200000,313300000,2115800000,210300000,133700000,9779100000,2697400000,1617800000,,,1978500000,1978500000,360700000,,5463900000,1339100000,0.12897781071178627
REGN,0000872589,2022,,3576600000,3812500000,56900000,297200000,3513200000,235900000,83600000,14014900000,3932500000,2193700000,,,1980000000,1980000000,-213700000,,7888700000,2424800000,0.0779970606760445
REGN,0000872589,2023,,8946800000,9233000000,57300000,1250500000,8075300000,286200000,74800000,15884100000,3141300000,2885600000,,,1981400000,1981400000,-904200000,,9857200000,1968500000,0.13409037294387613
REGN,0000872589,2024,,4738900000,5080300000,,520400000,4338400000,341400000,70800000,19479200000,3423400000,3105900000,,,1982900000,1982900000,-1123000000,,12949900000,3092700000,0.10710463488927308
HCA,0000860730,2011,,,,1987000000,627000000,1054000000,1425000000,1317000000,6919000000,4269000000,465000000,,592000000,27633000000,28225000000,27760000000,,1593000000,,0.3729922665080309
HCA,0000860730,2012,,,,2097000000,658000000,1207000000,1421000000,1325000000,7233000000,5554000000,312000000,,1407000000,25645000000,27052000000,26740000000,,-40000000,-1633000000,0.35281501340482574
HCA,0000860730,2013,,,,2037000000,719000000,2465000000,1465000000,1679000000,7763000000,6172000000,411000000,,1435000000,27495000000,28930000000,28519000000,,-255000000,-215000000,0.22581658291457288
HCA,0000860730,2014,,,,1798000000,888000000,1605000000,1679000000,1862000000,8037000000,5695000000,373000000,,786000000,27590000000,28376000000,28003000000,,1183000000,1438000000,0.3561973525872443
HCA,0000860730,2015,,2946000000,4699000000,1848000000,950000000,1556000000,1753000000,1943000000,8930000000,5480000000,705000000,,338000000,29088000000,29426000000,28721000000,,2407000000,1224000000,0.3790901835594573
HCA,0000860730,2016,,3481000000,5301000000,1743000000,1108000000,1875000000,1820000000,2176000000,9232000000,5516000000,414000000,,233000000,30255000000,30488000000,30074000000,,3069000000,662000000,0.3714381495139122
HCA,0000860730,2017,,3957000000,5861000000,1665000000,1261000000,2129000000,1904000000,2375000000,9086000000,5834000000,566000000,,216000000,31160000000,31376000000,30810000000,,2470000000,-599000000,0.371976401179941
HCA,0000860730,2018,,4810000000,6776000000,1707000000,1378000000,2890000000,1966000000,2760000000,9977000000,6158000000,732000000,,200000000,32858000000,33058000000,32326000000,,2887000000,417000000,0.32286785379568883
HCA,0000860730,2019,,4381000000,6512000000,1690000000,1638000000,2216000000,2131000000,3015000000,10213000000,7569000000,502000000,,788000000,32033000000,32821000000,32319000000,,1354000000,-1533000000,0.42501297353399065
HCA,0000860730,2020,,5335000000,7613000000,1755000000,946000000,3787000000,2278000000,3573000000,11196000000,7757000000,621000000,,145000000,33577000000,33722000000,33101000000,,2673000000,1319000000,0.19987323050919079
HCA,0000860730,2021,51336000000,5244000000,7840000000,1824000000,1099000000,3505000000,2596000000,4158000000,12333000000,8704000000,1793000000,,209000000,30795000000,31004000000,29211000000,,1627000000,-1046000000,0.23870547350130322
HCA,0000860730,2022,51533000000,5430000000,8151000000,1584000000,1043000000,3754000000,2721000000,2835000000,13542000000,9582000000,1451000000,,237000000,34342000000,34579000000,33128000000,,2272000000,645000000,0.21742755889097354
HCA,0000860730,2023,58752000000,9833000000,12686000000,1566000000,2112000000,6956000000,2853000000,3577000000,13643000000,9902000000,908000000,,370000000,37714000000,38084000000,37176000000,,2463000000,191000000,0.2329069254521394
HCA,0000860730,2024,60233000000,8580000000,11549000000,1741000000,1746000000,5643000000,2969000000,4395000000,14927000000,12655000000,935000000,,2424000000,37169000000,39593000000,38658000000,,-1087000000,-3550000000,0.23629719853836784
WMT,0000104169,2009,377023000000,21952000000,,1863000000,6889000000,12731000000,,14937000000,48949000000,55390000000,7275000000,1506000000,5848000000,31349000000,38703000000,31428000000,,-21070000000,,0.35112130479102954
WMT,0000104169,2010,404254000000,22767000000,,1896000000,-7133000000,13381000000,,11499000000,48032000000,55543000000,7907000000,523000000,4050000000,33231000000,37804000000,29897000000,,-19991000000,1079000000,-1.1416453265044815
WMT,0000104169,2011,408085000000,24002000000,,1787000000,7156000000,14370000000,,12184000000,52012000000,58603000000,7275000000,1031000000,4655000000,40692000000,46378000000,39103000000,,-19552000000,439000000,0.33243519464833227
WMT,0000104169,2012,421849000000,25542000000,33183000000,1928000000,7579000000,16389000000,7641000000,12699000000,54975000000,62300000000,7907000000,4047000000,1975000000,44070000000,50092000000,42185000000,,-21254000000,-1702000000,0.31621328437917223
WMT,0000104169,2013,446509000000,26491000000,34621000000,2034000000,7924000000,15699000000,8130000000,13510000000,59940000000,71818000000,7395000000,6805000000,5587000000,38394000000,50786000000,43391000000,,-31665000000,-10411000000,0.33543580408923507
WMT,0000104169,2015,468651000000,27725000000,36203000000,1977000000,7958000000,16999000000,8478000000,12898000000,61185000000,69345000000,6550000000,7670000000,4103000000,41771000000,53544000000,46994000000,,-26483000000,5182000000,0.31886845374043354
WMT,0000104169,2016,476294000000,26872000000,35742000000,2072000000,8105000000,16022000000,8870000000,13115000000,63278000000,65253000000,7781000000,1592000000,4791000000,40889000000,47272000000,39491000000,,-16139000000,10344000000,0.33593070004559206
WMT,0000104169,2017,485651000000,27147000000,36320000000,2161000000,7985000000,16363000000,9173000000,12174000000,60239000000,64619000000,7281000000,2708000000,2745000000,38214000000,43667000000,36386000000,,-17114000000,-975000000,0.32795301462132415
WMT,0000104169,2018,482130000000,24105000000,33559000000,2027000000,6558000000,14694000000,9454000000,11477000000,57689000000,66928000000,9135000000,1099000000,2256000000,36015000000,39370000000,30235000000,,-21729000000,-4615000000,0.3085827216261999
WMT,0000104169,2019,485873000000,22764000000,32844000000,2044000000,6204000000,13643000000,10080000000,10619000000,59664000000,78521000000,6756000000,5257000000,3738000000,30045000000,39040000000,32284000000,,-34608000000,-12879000000,0.3125913236257369
WMT,0000104169,2020,500343000000,20437000000,,1978000000,4600000000,9862000000,,10051000000,61897000000,77477000000,7722000000,5225000000,1876000000,43520000000,50621000000,42899000000,,-30403000000,4205000000,0.3180749550546259
WMT,0000104169,2021,514405000000,21957000000,,1975000000,4281000000,6670000000,,10344000000,61806000000,77790000000,9465000000,575000000,5362000000,43714000000,49651000000,40186000000,,-31386000000,-983000000,0.3909232033604237
WMT,0000104169,2022,523964000000,20568000000,,2262000000,4915000000,14881000000,,10705000000,90067000000,92645000000,17741000000,224000000,3115000000,41194000000,44533000000,26792000000,,-23658000000,7728000000,0.24828248130935543
WMT,0000104169,2023,559151000000,22548000000,,1976000000,6858000000,13510000000,,10264000000,81070000000,87379000000,14760000000,410000000,2803000000,34864000000,38077000000,23317000000,,-24282000000,-624000000,0.3367046347211312
WMT,0000104169,2024,572754000000,25942000000,,1674000000,4756000000,13673000000,,13106000000,75655000000,92198000000,8625000000,372000000,4191000000,34649000000,39212000000,30587000000,,-29731000000,-5449000000,0.2580715177166423
WMT,0000104169,2025,611289000000,20428000000,,1787000000,5724000000,11680000000,,16857000000,76877000000,92415000000,9867000000,878000000,3447000000,36132000000,40457000000,30590000000,,-29730000000,1000000,0.32888991036543325
HD,0000354950,2009,77349000000,7242000000,9148000000,696000000,2410000000,4395000000,1906000000,,13362000000,11153000000,600000000,,,,,,,1609000000,,0.3541513592946363
HD,0000354950,2010,,4359000000,6261000000,624000000,1278000000,2260000000,1902000000,,13900000000,10363000000,445000000,,1020000000,8662000000,9682000000,9237000000,,2072000000,463000000,0.36122102882984736
HD,0000354950,2011,,4803000000,6609000000,676000000,1362000000,2661000000,1806000000,,13479000000,10122000000,519000000,,,,,,,2838000000,766000000,0.33855331841909025
HD,0000354950,2012,,5839000000,7557000000,530000000,1935000000,3338000000,1718000000,,14520000000,9376000000,1421000000,,,,,,,3723000000,885000000,0.3669637777356344
HD,0000354950,2013,,6661000000,8343000000,606000000,2185000000,3883000000,1682000000,,15372000000,11462000000,545000000,,,,,,,3365000000,-358000000,0.3600856954515491
HD,0000354950,2014,,7766000000,9450000000,632000000,2686000000,4535000000,1684000000,,15279000000,10749000000,1987000000,,,,,,,2543000000,-822000000,0.3719706411854314
HD,0000354950,2015,,9166000000,10923000000,711000000,3082000000,5385000000,1757000000,,15302000000,11269000000,2494000000,,,,,,,1539000000,-1004000000,0.3640014172670367
HD,0000354950,2016,,10469000000,12255000000,830000000,3631000000,6345000000,1786000000,,16484000000,12524000000,1929000000,,,,,,,2031000000,492000000,0.3639735364875702
HD,0000354950,2017,,11774000000,13637000000,919000000,4012000000,7009000000,1863000000,,17724000000,14133000000,1723000000,,,,,,,1868000000,-163000000,0.36403230196896835
HD,0000354950,2018,,13427000000,15400000000,972000000,4534000000,7957000000,1973000000,,18933000000,16194000000,2216000000,,,,,,,523000000,-1345000000,0.3629813465695301
HD,0000354950,2019,,14681000000,16743000000,1057000000,5068000000,8630000000,2062000000,,18529000000,16716000000,2538000000,,,,,,,-725000000,-1248000000,0.36998101912687986
HD,0000354950,2020,,15530000000,17682000000,1051000000,3435000000,11121000000,2152000000,,19810000000,18375000000,2133000000,,,,,,,-698000000,27000000,0.23598516075845014
HD,0000354950,2021,,15843000000,18139000000,1201000000,3473000000,11242000000,2296000000,,28477000000,23166000000,7895000000,,,,,,,-2584000000,-1886000000,0.23601766904519197
HD,0000354950,2022,,18278000000,20797000000,1347000000,4112000000,12866000000,2519000000,,29055000000,28693000000,2343000000,,,,,,,-1981000000,603000000,0.24219578277771234
HD,0000354950,2023,,23040000000,25902000000,1347000000,5304000000,16433000000,2862000000,,32471000000,23110000000,2757000000,,,,,,,6604000000,8585000000,0.244007912775452
HD,0000354950,2024,,24039000000,26835000000,,5372000000,17105000000,2796000000,,29775000000,22015000000,3760000000,,,,,,,4000000000,-2604000000,0.2389998665302309
MCD,0000063908,2009,22786600000,3879000000,,410100000,1237100000,2395100000,,1946600000,3517600000,2537900000,2128100000,,31800000,10186000000,10217800000,8089700000,,-1180200000,,0.34059247838775397
MCD,0000063908,2010,23522400000,6442900000,,522600000,1844800000,4313200000,,2135700000,3416300000,2988700000,1981300000,,18100000,10560300000,10578400000,8597100000,,-1571800000,-391600000,0.29957778499512827
MCD,0000063908,2011,22744700000,6841000000,,473200000,1936000000,4551000000,,1952100000,4368500000,2924700000,2063400000,,8300000,11497000000,11505300000,9441900000,,-627900000,943900000,0.29844303992600585
MCD,0000063908,2012,24074600000,7473100000,,450900000,2054000000,4946300000,,2135500000,4403000000,3509200000,1796000000,,366600000,12133800000,12500400000,10704400000,,-1268800000,-640900000,0.2934159964572947
MCD,0000063908,2013,27006000000,8529700000,,492800000,2509100000,5503100000,,2729800000,4922100000,3403100000,2387000000,,,13632500000,13632500000,11245500000,,-868000000,400800000,0.3131599311050648
MCD,0000063908,2014,27567000000,8604600000,,516600000,2614200000,5464800000,,3049200000,5050100000,3170000000,2335700000,,,14129800000,14129800000,11794100000,,-455600000,412400000,0.3235796509468994
MCD,0000063908,2015,28105700000,8764300000,,527800000,2618600000,5585900000,,2824700000,4185500000,2747900000,2336100000,,,14935700000,14935700000,12599600000,,-898500000,-442900000,0.319166311170699
MCD,0000063908,2016,27441300000,7949200000,,576400000,2614200000,4757800000,,2583400000,9643000000,2950400000,2798700000,,0,24122100000,24122100000,21323400000,,3893900000,4792400000,0.3546120455778622
MCD,0000063908,2017,25413000000,7145500000,,638300000,2026400000,4529300000,,1813900000,4848600000,3468300000,2077900000,,77200000,25878500000,25955700000,23877800000,,-774800000,-4668700000,0.30910505361746266
MCD,0000063908,2018,24621900000,7744500000,,884800000,2179500000,4686500000,,1821100000,5327200000,2890600000,7685500000,,,29536400000,29536400000,21850900000,,-5248900000,-4474100000,0.31743373143023595
MCD,0000063908,2019,22820400000,9552700000,,921300000,3381200000,5192300000,,1853700000,4053200000,2973500000,1223400000,,0,31075300000,31075300000,29851900000,,-143700000,5105200000,0.39437802531054994
MCD,0000063908,2020,21257900000,8822600000,9037400000,981200000,1891800000,5924300000,214800000,2741700000,3557900000,3621000000,2463800000,,59100000,34118100000,34177200000,31713400000,,-2586000000,-2442300000,0.2420388684894001
MCD,0000063908,2021,21364400000,9069800000,9332300000,1121900000,1992700000,6025400000,262500000,2393700000,6243200000,6181200000,866000000,,2243600000,35196800000,37440400000,36574400000,,-3047600000,-461600000,0.2485252117085095
MCD,0000063908,2022,19207800000,7324000000,7624600000,1218100000,1410200000,4730500000,300600000,1640800000,7148500000,4020000000,4709200000,,,35622700000,35622700000,30913500000,,-1580700000,1466900000,0.22964808572312603
MCD,0000063908,2023,23222900000,10356000000,10685700000,1185800000,1582700000,7545200000,329700000,2040000000,5424200000,3802100000,2583800000,0,,35903500000,35903500000,33319700000,,-961700000,619000000,0.17339147010813002
MCD,0000063908,2024,23183000000,9371000000,9741000000,1207000000,1648000000,6177000000,370000000,1899000000,7986000000,6859000000,4579000000,2192000000,,37153000000,39345000000,34766000000,,-5644000000,-4682300000,0.21060702875399362
NKE,0000320187,2010,,,,,619500000,1883400000,,449200000,9734000000,3277000000,1856700000,342900000,32000000,437200000,812100000,-1044600000,,4225400000,,0.24751288505333813
NKE,0000320187,2011,,,,,470000000,1487000000,,456000000,10959000000,3364000000,2134000000,139000000,7000000,446000000,592000000,-1542000000,,5315000000,1089600000,0.2401635155850792
NKE,0000320187,2012,,,,,610000000,1907000000,,335000000,11297000000,3958000000,2291000000,187000000,200000000,276000000,663000000,-1628000000,,4661000000,-654000000,0.24235200635677392
NKE,0000320187,2013,,,,,690000000,2133000000,,432000000,11845000000,3882000000,3079000000,108000000,49000000,228000000,385000000,-2694000000,,4727000000,66000000,0.24442082890541977
